domain,state,area_type,digital_access,github_repos,commits,hackathons,projects,learning_hours,offline_work,experience_years,courses_completed,freelance_projects
Social & Community Work,Punjab,Urban,High,0,0,0,13,7,14,3,7,4
Business,Other,Urban,Medium,0,0,0,7,13,1,2,1,3
Skilled Trades,Maharashtra,Urban,High,0,0,0,14,6,27,4,2,4
Data Science,Tamil Nadu,Urban,High,5,113,1,6,19,0,6,2,0
Social & Community Work,Bihar,Rural,Low,0,0,0,12,11,18,3,6,2
Technology,Rajasthan,Urban,High,12,144,0,2,10,5,2,3,1
Social & Community Work,Delhi,Semi-Urban,High,0,0,0,7,11,15,2,3,0
Creative Arts,Bihar,Urban,Low,2,0,0,13,6,7,1,2,4
Technology,Uttar Pradesh,Rural,Medium,8,144,5,5,10,3,2,1,1
Skilled Trades,Madhya Pradesh,Semi-Urban,Low,0,0,0,13,4,21,1,3,0
Skilled Trades,Telangana,Urban,High,0,0,0,12,3,16,3,5,2
Technology,Madhya Pradesh,Rural,Low,8,159,1,6,9,1,4,4,2
Skilled Trades,Telangana,Urban,High,0,0,0,17,3,25,2,1,4
Social & Community Work,Maharashtra,Rural,High,0,0,0,12,11,22,1,4,3
Social & Community Work,Madhya Pradesh,Urban,Low,0,0,0,15,2,20,0,4,2
Skilled Trades,Rajasthan,Semi-Urban,Medium,0,5000,0,0,0,19,3,5,1
Technology,Maharashtra,Urban,High,11,160,2,7,7,2,2,4,1
Technology,Punjab,Semi-Urban,Low,8,126,1,7,12,0,2,2,2
Skilled Trades,Rajasthan,Rural,Low,0,0,0,11,3,33,1,2,0
Data Science,Punjab,Urban,High,7,89,4,4,22,0,1,4,0
Skilled Trades,Uttar Pradesh,Rural,Low,0,0,0,12,5,18,3,2,1
Data Science,Delhi,Semi-Urban,Low,7,93,2,5,28,0,2,2,2
Data Science,Karnataka,Urban,High,8,112,4,8,23,0,0,0,2
Social & Community Work,Karnataka,Rural,Low,0,0,0,11,3,17,3,4,1
Data Science,Karnataka,Urban,High,6,93,6,5,22,0,2,3,4
Social & Community Work,Bihar,Rural,Medium,0,0,0,13,9,20,7,4,4
Data Science,Uttar Pradesh,Semi-Urban,Medium,10,102,1,8,23,0,4,5,5
Technology,Uttar Pradesh,Urban,High,10,155,0,9,13,2,0,1,1
Social & Community Work,Delhi,Semi-Urban,High,0,0,0,8,3,14,0,3,1
Social & Community Work,Karnataka,Rural,Medium,0,0,0,10,5,12,2,5,2
Social & Community Work,Rajasthan,Urban,Low,0,0,0,4,8,12,4,4,1
Social & Community Work,Uttar Pradesh,Rural,High,0,0,0,12,14,18,5,3,1
Social & Community Work,Kerala,Urban,High,0,0,0,11,9,11,4,4,3
Business,Kerala,Rural,Low,0,0,0,9,11,4,7,4,1
Business,Delhi,Urban,High,0,0,1,6,5,0,0,2,0
Skilled Trades,Maharashtra,Urban,High,0,0,0,16,6,10,0,4,0
Social & Community Work,Other,Urban,High,0,0,0,16,12,13,0,3,0
Data Science,Uttar Pradesh,Urban,High,5,95,1,4,21,0,2,0,3
Creative Arts,Rajasthan,Semi-Urban,Low,0,0,0,16,9,4,4,2,2
Business,Rajasthan,Rural,Medium,0,0,0,14,7,1,0,2,6
Skilled Trades,Bihar,Urban,High,0,0,0,9,3,22,3,2,1
Data Science,Odisha,Semi-Urban,Medium,8,102,3,2,24,0,4,3,3
Creative Arts,Rajasthan,Rural,Medium,2,0,0,15,9,5,3,2,2
Business,Uttar Pradesh,Rural,Medium,0,0,0,8,15,1,2,0,2
Social & Community Work,Madhya Pradesh,Urban,High,0,0,0,12,4,15,3,4,2
Data Science,Tamil Nadu,Rural,Medium,6,102,2,5,19,0,3,5,2
Data Science,Tamil Nadu,Semi-Urban,Medium,9,105,3,11,22,0,5,2,1
Social & Community Work,Maharashtra,Semi-Urban,Medium,0,0,0,9,6,13,5,3,2
Social & Community Work,Delhi,Urban,High,0,0,0,5,11,13,4,3,1
Technology,Karnataka,Urban,High,10,146,2,3,14,0,3,3,5
Technology,Telangana,Semi-Urban,High,8,144,2,4,18,1,3,1,0
Skilled Trades,Rajasthan,Urban,High,0,0,0,16,3,17,1,4,3
Data Science,Karnataka,Semi-Urban,Low,3,121,3,4,22,0,2,3,0
Data Science,Delhi,Urban,High,4,105,1,6,16,0,0,7,1
Skilled Trades,Other,Semi-Urban,High,0,0,0,12,1,26,3,3,1
Data Science,Bihar,Rural,Low,6,110,4,4,25,0,2,1,0
Data Science,Punjab,Semi-Urban,Medium,5,81,5,9,16,0,3,3,2
Creative Arts,Karnataka,Rural,Low,2,0,0,15,15,4,3,2,2
Business,Rajasthan,Urban,High,0,0,1,3,14,1,4,5,3
Data Science,Tamil Nadu,Urban,High,5,103,0,6,17,0,3,2,3
Creative Arts,Kerala,Rural,Medium,1,0,0,16,16,5,2,3,0
Social & Community Work,Delhi,Urban,High,0,0,0,11,13,12,4,3,0
Business,Punjab,Urban,High,0,0,2,10,9,0,2,4,3
Business,Bihar,Urban,High,0,0,1,7,13,0,1,1,1
Creative Arts,Bihar,Rural,High,1,0,0,9,5,3,4,2,1
Social & Community Work,Tamil Nadu,Rural,Low,0,0,0,7,10,17,3,5,0
Creative Arts,Rajasthan,Urban,High,2,0,0,15,14,5,2,3,2
Technology,West Bengal,Rural,Medium,3,153,3,6,26,0,2,3,0
Social & Community Work,Karnataka,Urban,High,0,0,0,6,4,16,0,6,2
Technology,Tamil Nadu,Rural,Low,5,144,5,7,16,0,3,3,1
Creative Arts,Punjab,Urban,Medium,1,0,0,11,17,6,0,3,2
Technology,Uttar Pradesh,Urban,High,11,141,3,1,26,0,3,5,1
Creative Arts,Madhya Pradesh,Rural,Low,1,0,0,13,9,3,3,5,3
Technology,Madhya Pradesh,Semi-Urban,Medium,9,156,2,6,11,2,0,4,4
Data Science,Odisha,Semi-Urban,High,6,87,3,6,21,0,6,2,0
Business,Other,Semi-Urban,Low,0,0,0,7,10,1,4,3,1
Creative Arts,West Bengal,Urban,Medium,0,0,0,13,14,6,0,3,1
Social & Community Work,West Bengal,Urban,Medium,0,0,0,12,1,21,1,2,3
Skilled Trades,Madhya Pradesh,Semi-Urban,Medium,0,0,0,14,5,20,2,4,2
Data Science,West Bengal,Rural,High,7,114,4,6,14,0,5,2,2
Social & Community Work,Maharashtra,Urban,Medium,0,0,0,9,4,21,2,1,4
Skilled Trades,Kerala,Semi-Urban,Medium,0,0,0,15,3,14,4,2,1
Technology,Rajasthan,Urban,Medium,7,149,0,6,11,0,4,1,2
Social & Community Work,Tamil Nadu,Urban,High,0,0,0,13,8,11,4,4,1
Creative Arts,Uttar Pradesh,Rural,High,1,0,0,11,7,5,3,4,0
Social & Community Work,Rajasthan,Semi-Urban,Low,0,0,0,8,10,15,1,4,4
Creative Arts,Odisha,Urban,High,0,0,0,10,12,6,2,2,0
Social & Community Work,Odisha,Urban,Low,0,0,0,9,6,10,3,2,2
Business,Odisha,Rural,High,0,0,0,7,9,0,0,3,4
Data Science,Rajasthan,Urban,High,6,103,5,4,22,0,2,5,1
Business,Punjab,Rural,Medium,0,0,0,8,12,3,0,1,3
Social & Community Work,Uttar Pradesh,Semi-Urban,High,0,0,0,9,11,14,4,5,0
Creative Arts,Uttar Pradesh,Urban,Low,0,0,0,12,12,5,9,5,5
Data Science,Punjab,Urban,Low,4,101,5,4,14,0,0,1,2
Business,Gujarat,Urban,High,0,0,1,5,9,3,1,4,2
Skilled Trades,Delhi,Semi-Urban,High,0,0,0,16,4,21,2,2,5
Creative Arts,Kerala,Rural,Medium,4,0,0,11,10,4,3,0,1
Creative Arts,Telangana,Urban,High,1,0,0,13,11,8,1,4,2
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,16,5,11,4,0,3
Creative Arts,Uttar Pradesh,Rural,Low,2,0,0,11,8,5,5,4,0
Business,Odisha,Urban,High,0,0,1,12,9,1,6,4,1
Social & Community Work,Bihar,Urban,High,0,0,0,7,5,15,2,4,1
Data Science,Punjab,Urban,High,3,111,4,5,23,0,3,5,1
Technology,Tamil Nadu,Rural,Low,12,142,3,5,6,2,0,1,4
Creative Arts,Other,Urban,High,1,0,0,11,12,7,0,5,0
Business,Gujarat,Rural,High,0,0,2,8,11,4,2,4,1
Creative Arts,Maharashtra,Rural,High,1,0,0,6,8,3,4,4,4
Creative Arts,Karnataka,Rural,Low,0,0,0,7,9,6,0,3,3
Technology,Tamil Nadu,Semi-Urban,Medium,5,163,1,5,21,0,4,2,4
Skilled Trades,Telangana,Urban,High,0,0,0,16,3,22,3,2,0
Technology,Bihar,Rural,Medium,8,141,7,5,5,3,3,2,3
Creative Arts,Odisha,Urban,High,0,0,0,19,9,3,4,1,2
Business,Gujarat,Semi-Urban,Low,0,0,0,3,9,1,3,3,3
Skilled Trades,Bihar,Semi-Urban,High,0,0,0,14,7,23,1,3,1
Technology,Gujarat,Urban,High,7,172,1,5,17,0,2,5,5
Skilled Trades,Karnataka,Urban,High,0,0,0,18,3,22,3,3,0
Creative Arts,Telangana,Urban,Medium,2,0,0,15,10,8,3,3,0
Creative Arts,Other,Rural,Low,2,0,0,13,6,3,0,4,0
Creative Arts,Uttar Pradesh,Urban,High,0,0,0,8,5,4,1,2,1
Technology,Odisha,Semi-Urban,Medium,7,139,0,1,12,0,4,6,2
Technology,West Bengal,Semi-Urban,Low,14,155,0,4,12,1,3,1,1
Skilled Trades,West Bengal,Urban,Low,0,0,0,17,5,33,3,2,2
Data Science,Madhya Pradesh,Rural,Low,4,5000,0,0,0,0,4,3,1
Skilled Trades,Odisha,Urban,High,0,0,0,17,5,18,4,4,1
Skilled Trades,Odisha,Urban,High,0,0,0,15,7,22,3,8,1
Data Science,Karnataka,Urban,High,3,93,2,1,20,0,4,1,1
Data Science,Odisha,Urban,Medium,3,103,4,2,21,0,5,0,0
Creative Arts,Maharashtra,Semi-Urban,High,1,0,0,4,13,6,1,3,2
Data Science,Odisha,Urban,Medium,4,94,3,5,17,0,4,6,1
Skilled Trades,Tamil Nadu,Rural,Low,0,0,0,22,5,20,3,2,3
Social & Community Work,Bihar,Rural,Low,0,0,0,10,8,17,6,2,1
Skilled Trades,Telangana,Urban,High,0,0,0,18,5,22,4,5,0
Creative Arts,Tamil Nadu,Urban,High,1,0,0,7,4,4,3,2,5
Data Science,West Bengal,Urban,High,4,93,4,10,15,0,3,5,4
Data Science,Rajasthan,Urban,High,7,101,6,6,25,0,1,5,1
Social & Community Work,Bihar,Rural,Low,0,0,0,7,10,15,4,3,1
Data Science,Odisha,Urban,Low,4,105,2,11,19,0,4,2,2
Creative Arts,Uttar Pradesh,Urban,High,0,0,0,18,8,3,2,5,1
Creative Arts,Madhya Pradesh,Urban,High,2,0,0,12,10,4,2,5,0
Technology,Telangana,Urban,Medium,15,5000,0,0,0,0,1,5,3
Social & Community Work,Karnataka,Semi-Urban,Low,0,0,0,11,5,17,6,0,1
Social & Community Work,Rajasthan,Semi-Urban,Medium,0,0,0,14,6,12,2,5,1
Social & Community Work,Other,Urban,High,0,0,0,9,5,15,3,1,2
Data Science,Kerala,Urban,High,10,97,1,4,10,0,2,3,0
Creative Arts,Madhya Pradesh,Semi-Urban,Low,2,0,0,14,7,5,6,3,3
Data Science,Delhi,Urban,High,4,100,4,4,19,0,0,3,0
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,16,4,25,7,3,5
Technology,Madhya Pradesh,Urban,High,8,132,3,6,13,0,1,3,3
Data Science,Punjab,Urban,High,4,91,4,6,14,0,0,3,0
Creative Arts,Rajasthan,Rural,Medium,2,0,0,11,10,3,2,3,3
Creative Arts,Odisha,Rural,Low,2,0,0,10,6,6,5,5,0
Technology,Odisha,Semi-Urban,Medium,7,145,2,11,9,1,3,3,1
Data Science,Rajasthan,Semi-Urban,High,3,101,4,7,18,0,2,1,1
Skilled Trades,Odisha,Rural,High,0,0,0,14,10,20,0,4,2
Skilled Trades,Tamil Nadu,Semi-Urban,Medium,0,0,0,12,6,13,4,5,0
Creative Arts,Uttar Pradesh,Semi-Urban,Medium,3,0,0,10,12,3,3,4,3
Data Science,Kerala,Semi-Urban,Medium,7,93,8,5,17,0,0,4,2
Technology,Bihar,Semi-Urban,Medium,7,156,5,8,22,0,1,2,2
Social & Community Work,Punjab,Urban,High,0,0,0,9,5,18,0,6,6
Technology,Gujarat,Semi-Urban,High,9,178,4,5,20,0,0,2,1
Technology,Other,Rural,Low,8,150,0,5,7,0,4,6,0
Data Science,Gujarat,Semi-Urban,Medium,10,101,4,6,12,0,0,3,1
Data Science,Gujarat,Rural,Low,5,98,2,4,21,0,4,7,5
Social & Community Work,Odisha,Semi-Urban,Medium,0,0,0,8,9,17,3,4,2
Skilled Trades,Tamil Nadu,Semi-Urban,Medium,0,0,0,15,1,19,4,3,2
Technology,Uttar Pradesh,Semi-Urban,Low,8,128,0,5,22,0,4,3,1
Business,Odisha,Semi-Urban,Medium,0,0,1,6,7,2,3,4,2
Creative Arts,Gujarat,Semi-Urban,High,2,0,0,11,5,7,2,2,1
Creative Arts,West Bengal,Urban,High,2,0,0,10,18,3,3,1,2
Business,Gujarat,Urban,High,0,0,1,6,9,4,4,0,1
Skilled Trades,Delhi,Rural,High,0,0,0,15,5,23,1,2,1
Data Science,Maharashtra,Rural,Low,3,95,3,8,19,0,4,5,0
Skilled Trades,West Bengal,Semi-Urban,High,0,0,0,22,7,24,2,1,2
Data Science,Rajasthan,Rural,High,7,87,4,6,12,0,1,9,2
Business,West Bengal,Rural,Low,0,0,0,9,10,1,1,0,1
Social & Community Work,Uttar Pradesh,Rural,Medium,0,0,0,11,7,10,3,4,2
Technology,West Bengal,Rural,Medium,9,170,3,7,15,1,2,5,3
Creative Arts,Gujarat,Rural,Low,1,0,0,9,12,7,4,3,0
Business,Tamil Nadu,Semi-Urban,Medium,0,0,2,5,10,3,3,3,3
Skilled Trades,West Bengal,Urban,Low,0,0,0,14,2,20,2,0,1
Data Science,Maharashtra,Urban,High,5,99,9,4,24,0,1,6,3
Skilled Trades,Other,Rural,Low,0,0,0,14,6,18,3,7,3
Skilled Trades,Tamil Nadu,Semi-Urban,High,0,0,0,11,7,18,0,3,2
Skilled Trades,Rajasthan,Urban,High,0,0,0,17,6,29,5,3,4
Technology,Rajasthan,Semi-Urban,High,5,124,2,6,22,0,5,4,6
Skilled Trades,Karnataka,Semi-Urban,High,0,0,0,16,6,22,3,5,1
Business,Madhya Pradesh,Urban,High,0,0,0,6,9,4,4,2,4
Creative Arts,West Bengal,Urban,High,0,0,0,12,6,6,3,5,2
Skilled Trades,Kerala,Urban,High,0,0,0,13,7,26,5,4,2
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,9,1,20,0,3,0
Social & Community Work,Gujarat,Rural,Low,0,0,0,10,3,15,1,4,3
Business,Karnataka,Semi-Urban,Medium,0,0,2,11,8,2,1,4,0
Skilled Trades,Madhya Pradesh,Semi-Urban,Low,0,0,0,13,6,24,6,4,2
Business,Delhi,Rural,Low,0,0,0,9,14,1,2,4,1
Data Science,Delhi,Urban,High,5,102,3,6,20,0,6,4,2
Creative Arts,Telangana,Urban,Medium,1,0,0,10,14,5,5,4,1
Social & Community Work,Kerala,Urban,High,0,0,0,11,10,11,0,2,0
Social & Community Work,Other,Rural,Medium,0,0,0,2,8,17,1,4,1
Skilled Trades,Maharashtra,Urban,High,0,0,0,20,3,21,1,5,5
Social & Community Work,Rajasthan,Rural,Medium,0,5000,0,0,0,13,4,6,1
Creative Arts,Rajasthan,Urban,High,0,0,0,11,8,2,1,1,4
Business,Maharashtra,Urban,High,0,0,2,3,9,1,4,0,2
Technology,Delhi,Urban,High,8,120,2,3,17,2,0,4,3
Social & Community Work,Gujarat,Urban,High,0,0,0,9,9,10,4,3,1
Social & Community Work,Punjab,Urban,High,0,0,0,11,7,18,0,3,1
Data Science,Bihar,Urban,High,4,93,3,5,15,0,2,6,2
Creative Arts,Bihar,Semi-Urban,Low,0,0,0,15,4,3,2,8,0
Skilled Trades,Other,Urban,Medium,0,0,0,15,4,23,2,2,5
Technology,Delhi,Rural,Low,8,144,2,8,15,0,2,1,2
Data Science,Uttar Pradesh,Semi-Urban,High,4,109,4,5,22,0,0,1,5
Creative Arts,West Bengal,Semi-Urban,High,1,0,0,9,11,8,2,5,1
Creative Arts,Maharashtra,Semi-Urban,High,1,0,0,12,16,5,2,3,3
Technology,Delhi,Semi-Urban,Low,7,157,1,4,13,1,4,1,2
Data Science,Delhi,Urban,High,2,108,2,8,14,0,3,3,3
Creative Arts,Uttar Pradesh,Rural,Low,2,0,0,10,13,3,5,7,2
Data Science,Other,Rural,Medium,3,92,0,3,26,0,5,3,2
Data Science,Other,Urban,High,4,91,4,5,17,0,5,3,2
Data Science,Maharashtra,Urban,High,7,93,7,11,15,0,1,1,7
Skilled Trades,Other,Urban,High,0,0,0,17,6,19,3,3,1
Data Science,Rajasthan,Urban,High,5,95,3,10,26,0,5,3,2
Data Science,Punjab,Rural,High,3,110,4,7,21,0,2,2,3
Technology,Uttar Pradesh,Urban,High,16,141,2,3,11,1,2,4,0
Creative Arts,Gujarat,Rural,Low,2,0,0,13,5,6,4,3,3
Skilled Trades,Karnataka,Rural,Low,0,0,0,19,6,18,4,1,1
Business,Delhi,Urban,High,0,0,1,13,12,2,4,4,3
Data Science,Bihar,Urban,Medium,4,123,2,3,24,0,0,6,1
Creative Arts,Delhi,Semi-Urban,Medium,1,0,0,13,4,4,2,4,4
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,14,3,22,4,6,3
Creative Arts,Kerala,Urban,High,1,0,0,9,12,5,3,1,1
Social & Community Work,Gujarat,Rural,Low,0,0,0,11,8,19,1,1,0
Creative Arts,Maharashtra,Rural,Low,1,0,0,11,13,7,3,4,4
Creative Arts,Uttar Pradesh,Urban,High,0,0,0,14,19,4,2,3,2
Skilled Trades,Rajasthan,Semi-Urban,Low,0,0,0,9,3,22,1,3,2
Data Science,Gujarat,Rural,Low,6,87,3,6,13,0,5,4,3
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,13,10,16,0,4,4
Technology,Punjab,Urban,High,11,142,4,2,18,1,0,5,2
Business,Rajasthan,Urban,High,0,0,1,11,13,0,2,2,3
Creative Arts,Telangana,Rural,Low,2,0,0,12,11,4,3,3,2
Data Science,Tamil Nadu,Rural,Low,2,96,5,6,25,0,0,4,1
Technology,Gujarat,Urban,High,5,160,2,6,15,0,0,0,3
Creative Arts,Uttar Pradesh,Urban,High,0,0,0,13,13,4,0,11,7
Data Science,Delhi,Semi-Urban,Medium,1,92,3,7,13,0,5,4,3
Data Science,Rajasthan,Urban,High,3,5000,5,0,0,0,2,4,3
Social & Community Work,Madhya Pradesh,Rural,High,0,0,0,8,12,14,1,1,3
Data Science,Kerala,Rural,Low,4,77,3,5,23,0,5,1,1
Social & Community Work,Maharashtra,Urban,High,0,0,0,12,11,9,2,4,2
Creative Arts,Madhya Pradesh,Rural,Low,0,0,0,10,14,3,3,1,1
Skilled Trades,Kerala,Urban,High,0,0,0,11,7,15,1,1,5
Social & Community Work,West Bengal,Rural,Medium,0,0,0,4,8,11,5,8,3
Data Science,Uttar Pradesh,Urban,Medium,4,101,3,6,24,0,1,3,4
Business,Karnataka,Rural,Medium,0,0,0,9,5,1,0,1,4
Business,Bihar,Urban,High,0,0,0,3,12,2,1,1,4
Technology,Telangana,Urban,High,5,137,1,5,10,4,2,1,0
Social & Community Work,Other,Urban,High,0,0,0,7,9,21,7,3,3
Business,Rajasthan,Semi-Urban,Medium,0,0,1,5,7,1,4,7,2
Skilled Trades,Other,Urban,Medium,0,0,0,12,8,14,3,1,3
Social & Community Work,Delhi,Semi-Urban,Medium,0,0,0,10,4,21,2,2,2
Skilled Trades,Tamil Nadu,Urban,High,0,0,0,13,3,18,1,1,2
Skilled Trades,Telangana,Semi-Urban,Medium,0,0,0,13,4,22,2,2,2
Creative Arts,Karnataka,Rural,Medium,0,0,0,8,9,6,1,3,2
Data Science,Delhi,Urban,High,5,97,2,9,26,0,3,6,2
Creative Arts,Rajasthan,Urban,High,0,0,0,13,13,2,1,1,1
Social & Community Work,West Bengal,Urban,High,0,0,0,14,7,20,2,4,1
Data Science,West Bengal,Urban,Low,5,100,1,5,22,0,5,3,0
Social & Community Work,Telangana,Rural,Medium,0,0,0,7,9,23,3,0,2
Business,Uttar Pradesh,Semi-Urban,Medium,0,0,1,9,6,1,0,8,5
Social & Community Work,Tamil Nadu,Urban,High,0,0,0,9,4,13,4,1,0
Data Science,Tamil Nadu,Urban,High,3,85,4,7,18,0,2,4,4
Creative Arts,Telangana,Urban,High,0,0,0,10,15,5,4,4,1
Data Science,Telangana,Rural,Low,8,103,1,5,12,0,3,5,2
Business,Bihar,Semi-Urban,Low,0,0,0,9,7,2,0,2,4
Social & Community Work,Rajasthan,Rural,High,0,0,0,8,7,14,3,2,0
Business,West Bengal,Semi-Urban,Medium,0,0,0,8,9,1,1,7,2
Social & Community Work,Uttar Pradesh,Rural,Low,0,0,0,8,12,14,4,2,1
Business,Kerala,Semi-Urban,High,0,0,2,4,12,1,6,1,1
Creative Arts,Tamil Nadu,Semi-Urban,Medium,1,0,0,10,13,5,3,3,2
Technology,Madhya Pradesh,Urban,High,9,134,1,5,12,1,3,6,1
Creative Arts,Telangana,Rural,Medium,1,0,0,15,12,8,4,2,4
Skilled Trades,Punjab,Rural,Low,0,0,0,14,3,18,0,4,1
Business,Other,Rural,Medium,0,0,0,10,10,1,1,6,2
Data Science,Maharashtra,Urban,High,6,113,5,11,17,0,3,5,1
Social & Community Work,Madhya Pradesh,Urban,High,0,0,0,11,3,17,4,6,1
Business,Delhi,Urban,Medium,0,0,2,7,11,3,1,1,3
Business,Odisha,Semi-Urban,Medium,0,0,0,9,9,1,0,0,2
Creative Arts,Punjab,Urban,Medium,0,0,0,10,12,8,0,2,2
Data Science,Madhya Pradesh,Urban,High,10,96,4,7,20,0,1,3,2
Skilled Trades,Gujarat,Urban,High,0,0,0,16,5,31,3,2,2
Technology,Other,Rural,Low,6,153,3,5,12,2,1,3,2
Technology,Karnataka,Semi-Urban,Medium,9,153,2,4,13,2,2,2,4
Data Science,Rajasthan,Urban,High,6,104,0,5,12,0,2,3,4
Skilled Trades,Uttar Pradesh,Urban,Medium,0,0,0,17,6,23,2,2,3
Technology,Kerala,Semi-Urban,Medium,10,123,0,10,15,0,4,3,2
Technology,Bihar,Semi-Urban,High,3,141,1,5,17,2,0,4,4
Social & Community Work,Bihar,Rural,Low,0,0,0,6,6,18,6,4,2
Business,Delhi,Rural,Medium,0,0,2,7,2,1,2,5,3
Business,West Bengal,Semi-Urban,High,0,0,1,9,15,3,5,2,2
Business,Punjab,Rural,Medium,0,0,0,4,12,3,2,1,3
Technology,Karnataka,Urban,High,7,145,3,4,14,0,3,3,4
Creative Arts,Odisha,Urban,Medium,0,0,0,11,7,7,3,5,2
Business,Gujarat,Urban,High,0,0,2,11,8,3,1,6,3
Data Science,Kerala,Urban,High,5,98,2,4,26,0,2,4,3
Business,Telangana,Rural,Low,0,0,0,7,10,1,4,4,6
Skilled Trades,Maharashtra,Semi-Urban,Medium,0,0,0,16,4,20,2,0,1
Business,West Bengal,Semi-Urban,High,0,0,2,5,8,1,1,2,2
Skilled Trades,Other,Urban,Medium,0,0,0,21,1,22,1,2,1
Social & Community Work,Rajasthan,Semi-Urban,High,0,0,0,9,10,10,3,1,4
Business,Bihar,Rural,Low,0,0,0,7,10,3,1,3,3
Technology,Madhya Pradesh,Urban,High,3,167,4,8,20,0,3,2,1
Technology,Madhya Pradesh,Urban,High,10,139,1,8,10,1,0,1,2
Social & Community Work,Other,Semi-Urban,Low,0,0,0,9,5,9,0,3,2
Business,Odisha,Urban,High,0,0,1,2,9,1,4,2,1
Technology,Delhi,Urban,High,8,156,3,6,7,1,4,1,0
Skilled Trades,Maharashtra,Urban,High,0,0,0,13,7,21,4,2,0
Business,Punjab,Semi-Urban,High,0,0,0,9,5,2,2,2,3
Technology,West Bengal,Rural,High,12,165,1,3,13,1,0,1,1
Data Science,Uttar Pradesh,Urban,High,5,120,2,4,24,0,0,6,2
Technology,Madhya Pradesh,Semi-Urban,Medium,3,5000,4,0,0,0,4,2,1
Data Science,Telangana,Urban,High,6,92,2,2,23,0,2,5,1
Creative Arts,Maharashtra,Rural,High,0,0,0,13,13,5,3,5,2
Creative Arts,Tamil Nadu,Rural,Low,3,0,0,12,12,5,3,5,3
Technology,Gujarat,Urban,High,4,151,4,2,15,1,3,5,1
Technology,Other,Urban,High,10,161,3,6,14,0,6,1,1
Business,Telangana,Semi-Urban,Medium,0,0,3,13,15,1,3,1,0
Skilled Trades,Tamil Nadu,Urban,High,0,0,0,11,4,17,4,7,2
Data Science,Odisha,Semi-Urban,Medium,11,117,2,7,19,0,0,2,4
Technology,Telangana,Urban,High,9,156,1,7,15,1,3,6,1
Skilled Trades,Gujarat,Semi-Urban,Medium,0,0,0,9,3,25,4,1,2
Skilled Trades,Rajasthan,Semi-Urban,Medium,0,5000,0,0,0,13,2,1,2
Data Science,Telangana,Urban,High,5,109,4,7,18,0,1,1,1
Business,Madhya Pradesh,Semi-Urban,Medium,0,0,2,12,14,2,2,3,2
Creative Arts,Maharashtra,Rural,Low,1,0,0,12,14,5,5,3,0
Skilled Trades,Maharashtra,Semi-Urban,High,0,5000,0,0,0,19,4,1,4
Data Science,Punjab,Rural,Low,6,101,5,7,18,0,3,3,4
Creative Arts,Rajasthan,Semi-Urban,High,1,0,0,13,8,6,4,6,3
Skilled Trades,Tamil Nadu,Semi-Urban,Medium,0,0,0,19,4,29,3,4,1
Skilled Trades,Tamil Nadu,Semi-Urban,Medium,0,0,0,12,5,17,1,1,4
Creative Arts,Other,Rural,Low,1,0,0,16,9,8,4,4,2
Business,Delhi,Rural,Low,0,0,3,4,5,1,1,0,0
Business,Maharashtra,Urban,High,0,0,1,8,8,2,4,6,1
Business,Other,Urban,High,0,0,0,4,12,1,3,5,5
Data Science,Maharashtra,Rural,Low,3,102,3,7,21,0,4,4,1
Business,Uttar Pradesh,Urban,Medium,0,0,2,5,11,1,3,5,1
Creative Arts,West Bengal,Rural,Low,1,0,0,11,9,3,7,4,0
Data Science,Tamil Nadu,Urban,High,5,96,1,2,15,0,0,5,3
Business,Tamil Nadu,Semi-Urban,Low,0,0,1,5,10,3,2,4,2
Social & Community Work,Delhi,Semi-Urban,Low,0,0,0,14,7,14,0,2,3
Creative Arts,Odisha,Urban,Medium,1,0,0,10,6,3,1,3,4
Skilled Trades,Other,Semi-Urban,High,0,0,0,20,5,26,2,2,1
Business,Rajasthan,Rural,Low,0,0,3,8,12,1,3,6,3
Business,Kerala,Urban,High,0,0,2,6,7,0,3,2,2
Creative Arts,Other,Urban,High,2,0,0,8,18,6,3,0,1
Business,Rajasthan,Semi-Urban,High,0,0,1,6,5,3,3,7,3
Business,Karnataka,Urban,High,0,0,1,9,9,1,4,1,1
Skilled Trades,Maharashtra,Urban,High,0,0,0,22,4,17,5,4,2
Skilled Trades,Gujarat,Semi-Urban,Medium,0,0,0,9,3,19,4,2,3
Data Science,Uttar Pradesh,Semi-Urban,Medium,3,91,2,5,18,0,6,4,2
Business,West Bengal,Semi-Urban,Medium,0,0,2,12,5,4,0,8,2
Data Science,Tamil Nadu,Urban,High,6,107,4,8,11,0,5,3,0
Skilled Trades,Odisha,Rural,High,0,0,0,7,4,24,5,2,1
Skilled Trades,West Bengal,Urban,High,0,0,0,13,4,30,1,5,1
Data Science,Tamil Nadu,Urban,Medium,4,103,1,10,12,0,2,3,1
Skilled Trades,Other,Rural,Low,0,0,0,12,6,15,6,3,0
Data Science,Karnataka,Rural,Medium,2,89,2,8,23,0,6,4,3
Technology,Maharashtra,Semi-Urban,High,10,145,3,3,15,0,2,0,0
